id,datetime,total,street,city,state,zip,user_id,promo_code_id
551,2021-10-05 23:34:40,3916.98,0 Surrey Road,Greenville,South Carolina,29615,219,
552,2021-10-06 10:14:46,385.90000000000003,1235 Apple Street,San Jose,California,94088,482,
553,2021-10-06 20:37:32,33.08688,17926 Moose Center,Amarillo,Texas,79165,96,4
554,2021-10-07 04:51:21,595.0,8724 International Place,Kansas City,Kansas,66112,49,
555,2021-10-07 12:09:59,5.1000000000000005,93832 Moland Road,Fort Collins,Colorado,80525,453,
556,2021-10-07 12:47:35,69.98,52828 Esch Point,Montpelier,Vermont,5609,229,
557,2021-10-07 23:20:06,295.7,228 Utah Road,Atlanta,Georgia,30316,299,
558,2021-10-08 13:36:29,2268.2200000000003,9 Merry Crossing,Mountain View,California,94042,437,
559,2021-10-08 18:22:15,1801.78,31019 Toban Court,Brockton,Massachusetts,2305,222,
560,2021-10-09 08:11:58,621.6400000000001,751 Warner Place,Albany,New York,12247,81,
561,2021-10-09 19:59:06,814.84,6283 Messerschmidt Park,New York City,New York,10160,93,
562,2021-10-10 06:43:08,2932.08,570 Grover Plaza,Houston,Texas,77293,422,
563,2021-10-10 18:51:16,441.78000000000003,518 Tony Pass,Pompano Beach,Florida,33075,136,
564,2021-10-11 09:01:13,149.76,45904 Iowa Hill,Falls Church,Virginia,22047,290,
565,2021-10-11 13:08:49,695.62,4648 Jenifer Junction,Charlotte,North Carolina,28256,452,
566,2021-10-11 16:13:44,103.9,17024 Menomonie Plaza,Pueblo,Colorado,81005,461,
567,2021-10-11 22:31:11,163.94,914 Arapahoe Center,San Jose,California,95150,184,
568,2021-10-12 14:01:03,4468.580000000001,6529 Northfield Park,Oklahoma City,Oklahoma,73147,59,
569,2021-10-12 20:21:32,293.37822000000006,8872 Hoard Center,Nashville,Tennessee,37245,202,192
570,2021-10-12 22:49:27,736.52,98123 Derek Center,San Diego,California,92105,380,
571,2021-10-13 07:13:19,339.92,63 Warbler Hill,Philadelphia,Pennsylvania,19151,61,
572,2021-10-13 23:39:51,237.26000000000002,4 Fair Oaks Lane,Hartford,Connecticut,6140,302,
573,2021-10-14 11:50:54,1012.8499200000001,8647 Burning Wood Pass,Pompano Beach,Florida,33075,176,162
574,2021-10-14 22:40:22,722.6000000000001,2527 Hallows Trail,Springfield,Illinois,62776,470,
575,2021-10-15 02:31:16,817.24,94 Jenna Park,Tallahassee,Florida,32314,338,
576,2021-10-15 04:14:58,1388.4808400000002,4 Walton Point,Denver,Colorado,80235,52,140
577,2021-10-15 13:04:18,242.72000000000003,8674 Acker Alley,Independence,Missouri,64054,121,
578,2021-10-16 04:59:05,708.5655000000002,82042 Daystar Place,Waterbury,Connecticut,6705,22,15
579,2021-10-16 14:40:05,960.64,14 Dunning Street,Washington,District of Columbia,20575,85,
580,2021-10-17 04:52:32,736.0,80956 Delladonna Court,Indianapolis,Indiana,46231,425,
581,2021-10-17 08:02:44,2475.76,2 Butternut Point,Kansas City,Missouri,64187,186,
582,2021-10-17 11:30:30,1102.2149599999998,40 Moulton Parkway,Ashburn,Virginia,22093,446,195
583,2021-10-17 16:30:55,100.34,5 Moulton Park,Orlando,Florida,32808,129,
584,2021-10-18 03:06:52,842.9000000000001,65 Glendale Drive,Palatine,Illinois,60078,148,
585,2021-10-18 14:19:45,348.46,52 Starling Drive,South Bend,Indiana,46620,221,
586,2021-10-19 04:14:49,86.14,05166 Esker Street,East Saint Louis,Illinois,62205,26,
587,2021-10-19 10:06:24,418.6,83957 Green Junction,Akron,Ohio,44329,276,
588,2021-10-19 20:33:19,616.94,542 Shelley Park,San Diego,California,92105,144,
589,2021-10-20 01:17:51,981.08,332 Monterey Lane,Philadelphia,Pennsylvania,19160,117,
590,2021-10-20 14:20:56,117.96000000000001,627 Victoria Way,Des Moines,Iowa,50369,365,
591,2021-10-20 23:03:11,837.8799999999999,8811 Sugar Terrace,Duluth,Georgia,30096,200,
592,2021-10-21 13:27:47,47.96,45317 Twin Pines Plaza,Manassas,Virginia,22111,458,
593,2021-10-21 22:48:15,102.70512000000001,312 Luster Drive,Waterloo,Iowa,50706,310,113
594,2021-10-22 02:16:07,150.0,9 Dottie Circle,New York City,New York,10115,11,
595,2021-10-22 07:53:49,549.8199999999999,02025 Pierstorff Hill,Winston Salem,North Carolina,27157,154,
596,2021-10-22 22:55:25,751.78,42503 Nancy Terrace,Saint Paul,Minnesota,55115,396,
597,2021-10-23 14:16:50,1037.88,6588 Burrows Crossing,Boston,Massachusetts,2124,294,
598,2021-10-24 01:42:03,1300.0600000000002,6983 Corscot Avenue,Bronx,New York,10469,215,
599,2021-10-24 12:18:55,281.88,14 Green Ridge Avenue,Fort Worth,Texas,76129,247,
600,2021-10-24 20:39:47,1040.86,77491 Loomis Trail,San Antonio,Texas,78210,245,
601,2021-10-25 03:23:07,1491.58,5 Knutson Court,Amarillo,Texas,79118,203,
602,2021-10-25 13:48:44,114.94,4648 Jenifer Junction,Charlotte,North Carolina,28256,452,
603,2021-10-25 22:29:38,125.60000000000001,1234 Apple Street,San Jose,California,94088,481,
604,2021-10-25 23:16:05,422.94,646 Carioca Road,Appleton,Wisconsin,54915,296,
605,2021-10-26 03:08:31,788.5200000000001,03 Toban Plaza,Orlando,Florida,32885,333,
606,2021-10-26 14:51:49,1105.8600000000001,5 Knutson Court,Amarillo,Texas,79118,203,
607,2021-10-27 00:08:26,82.99772,4 Warner Avenue,Albuquerque,New Mexico,87195,398,111
608,2021-10-27 10:35:34,593.5000000000001,22737 Grover Crossing,New York City,New York,10155,169,
609,2021-10-28 00:07:34,375.64,08256 2nd Way,Lansing,Michigan,48912,105,
610,2021-10-28 07:50:48,721.34,5883 Golden Leaf Way,Las Vegas,Nevada,89193,409,
611,2021-10-28 16:30:49,857.76,47800 Pawling Avenue,Boston,Massachusetts,2163,280,
612,2021-10-29 02:15:38,2122.4199999999996,4 Old Gate Plaza,Tacoma,Washington,98424,415,
613,2021-10-29 12:02:16,375.6,570 Grover Plaza,Houston,Texas,77293,422,
614,2021-10-30 00:34:24,94.563,93832 Moland Road,Fort Collins,Colorado,80525,453,178
615,2021-10-30 08:13:13,4185.84,712 Moose Drive,Philadelphia,Pennsylvania,19125,10,
616,2021-10-30 13:11:29,317.22,7277 Rutledge Circle,Manchester,New Hampshire,3105,14,
617,2021-10-31 01:17:40,893.0799999999999,6 Lyons Center,Indianapolis,Indiana,46278,288,
618,2021-10-31 03:11:47,159.9,7 Pepper Wood Court,Great Neck,New York,11024,348,
619,2021-10-31 05:18:26,306.04,257 Veith Park,Watertown,Massachusetts,2472,334,
620,2021-10-31 14:57:34,1011.1,777 Merchant Way,Springfield,Illinois,62794,28,
621,2021-11-01 02:59:52,450.45364,2 Ridgeway Parkway,Melbourne,Florida,32919,308,87
622,2021-11-01 10:39:08,68.46943999999999,45904 Iowa Hill,Falls Church,Virginia,22047,290,1
623,2021-11-01 18:59:11,1413.48,13 Old Shore Lane,Houston,Texas,77223,217,
624,2021-11-01 22:59:20,608.54,89 Barby Hill,Des Moines,Iowa,50310,326,
625,2021-11-02 02:55:46,615.5,16496 Crowley Plaza,Portland,Oregon,97271,412,
626,2021-11-02 05:48:03,13.0,94819 Warner Plaza,Minneapolis,Minnesota,55458,306,
627,2021-11-02 12:41:11,408.78000000000003,44 Jana Terrace,Wilmington,Delaware,19810,235,
628,2021-11-02 13:28:45,217.0,26385 Summit Point,Dayton,Ohio,45408,1,
629,2021-11-03 03:41:09,441.32,05 Red Cloud Place,Portland,Oregon,97296,182,
630,2021-11-03 18:46:11,87.92,7 Pepper Wood Court,Great Neck,New York,11024,348,
631,2021-11-03 22:59:58,1598.5000000000005,87 Eliot Parkway,Grand Rapids,Michigan,49560,431,
632,2021-11-04 13:53:34,846.6,71410 Harbort Pass,Denver,Colorado,80243,20,
633,2021-11-04 20:57:53,117.08000000000001,5 Spohn Drive,Des Moines,Iowa,50330,467,
634,2021-11-05 13:14:26,5633.32,14 Dunning Street,Washington,District of Columbia,20575,85,
635,2021-11-05 21:28:38,334.95542,49628 Towne Avenue,Bakersfield,California,93311,194,48
636,2021-11-06 01:08:54,176.53220000000002,48104 Packers Parkway,Pomona,California,91797,191,136
637,2021-11-06 17:30:07,139.66,91 Vidon Court,New York City,New York,10270,382,
638,2021-11-07 06:50:19,547.29612,9 Marquette Crossing,New York City,New York,10155,149,19
639,2021-11-07 15:25:25,389.20000000000005,6180 Sunbrook Hill,Washington,District of Columbia,20319,112,
640,2021-11-07 21:34:59,712.5000000000001,873 Texas Court,Phoenix,Arizona,85035,17,
641,2021-11-07 23:09:41,3649.0200000000004,0 Granby Plaza,Orlando,Florida,32868,16,
642,2021-11-08 01:58:23,459.12000000000006,94 Jenna Park,Tallahassee,Florida,32314,338,
643,2021-11-08 16:28:50,35.96,2734 East Crossing,Saint Paul,Minnesota,55103,435,
644,2021-11-08 18:16:22,1015.72,0195 Arkansas Place,Palo Alto,California,94302,252,
645,2021-11-09 06:57:10,658.0000000000001,31676 Linden Trail,West Palm Beach,Florida,33411,27,
646,2021-11-09 12:11:53,598.7604,0 Fisk Street,Maple Plain,Minnesota,55579,427,156
647,2021-11-10 04:20:02,497.52000000000004,26385 Summit Point,Dayton,Ohio,45408,1,
648,2021-11-10 20:05:17,525.0688,06 Jana Circle,Peoria,Illinois,61656,355,152
649,2021-11-11 00:46:20,219.74,97 Merrick Pass,Dayton,Ohio,45440,178,
650,2021-11-11 07:04:04,2894.12,312 Luster Drive,Waterloo,Iowa,50706,310,
651,2021-11-11 11:50:20,339.98,057 Susan Way,Kansas City,Missouri,64179,279,
652,2021-11-11 17:40:21,1913.1200000000001,2838 Fairview Terrace,Burbank,California,91520,368,
653,2021-11-11 22:02:34,302.9865,63 Warbler Hill,Philadelphia,Pennsylvania,19151,61,96
654,2021-11-11 23:43:07,4759.299999999998,15 Lakeland Hill,Albany,New York,12210,469,
655,2021-11-12 05:12:26,355.46000000000004,07869 Crowley Parkway,Honolulu,Hawaii,96810,145,
656,2021-11-12 21:37:08,59.900000000000006,89 Mallard Street,Anchorage,Alaska,99507,436,
657,2021-11-12 23:20:00,1372.3186399999995,56186 Prairie Rose Junction,El Paso,Texas,79977,391,186
658,2021-11-13 05:27:53,143.12256,570 Grover Plaza,Houston,Texas,77293,422,71
659,2021-11-13 06:04:52,1890.3200000000002,2950 Crest Line Crossing,Wilmington,North Carolina,28410,284,
660,2021-11-13 18:27:13,379.98,2798 Beilfuss Junction,Little Rock,Arkansas,72222,233,
661,2021-11-14 01:35:18,667.24,313 Reinke Trail,Fort Wayne,Indiana,46825,244,
662,2021-11-14 01:51:49,860.72,570 Grover Plaza,Houston,Texas,77293,422,
663,2021-11-14 02:46:22,2798.4000000000005,37914 Sutteridge Court,Washington,District of Columbia,20022,384,
664,2021-11-14 03:33:23,31.96,59903 Arkansas Street,Jefferson City,Missouri,65110,476,
665,2021-11-14 15:21:43,371.28000000000003,5 Knutson Court,Amarillo,Texas,79118,203,
666,2021-11-15 02:05:22,3.5000000000000004,464 Eagle Crest Park,Des Moines,Iowa,50936,137,
667,2021-11-15 04:43:24,99.68,5147 Magdeline Park,Dallas,Texas,75392,6,
668,2021-11-15 10:55:18,39.0,56985 Texas Plaza,Louisville,Kentucky,40225,70,
669,2021-11-16 02:33:33,4105.38,7778 Springview Crossing,Rochester,New York,14683,353,
670,2021-11-16 10:25:18,204.88000000000002,8269 Aberg Junction,Atlanta,Georgia,31119,295,
671,2021-11-16 16:26:44,6550.86,223 Melrose Pass,Cincinnati,Ohio,45254,69,
672,2021-11-16 18:40:19,185.84499999999997,75 Sloan Street,Orange,California,92862,264,153
673,2021-11-17 09:09:27,871.22,8811 Sugar Terrace,Duluth,Georgia,30096,200,
674,2021-11-17 14:55:04,84.88000000000001,13 Susan Drive,Ocala,Florida,34474,77,
675,2021-11-17 16:48:44,63.92,44424 Towne Trail,El Paso,Texas,88574,195,
676,2021-11-17 22:14:04,151.88,87 Eliot Parkway,Grand Rapids,Michigan,49560,431,
677,2021-11-18 12:49:18,365.86,59 Dunning Court,Chicago,Illinois,60657,443,
678,2021-11-18 20:51:36,300.069,709 Bunker Hill Pass,Amarillo,Texas,79182,188,16
679,2021-11-19 07:38:30,88.1,3937 Transport Center,Denver,Colorado,80270,192,
680,2021-11-19 09:54:38,1731.4003200000002,38 Lerdahl Terrace,Santa Barbara,California,93150,158,189
681,2021-11-19 22:55:36,1614.34752,9565 Hooker Plaza,Philadelphia,Pennsylvania,19093,41,127
682,2021-11-20 09:12:56,541.04,518 Tony Pass,Pompano Beach,Florida,33075,136,
683,2021-11-20 17:06:59,27.48,1 Caliangt Hill,Duluth,Georgia,30195,84,
684,2021-11-20 20:58:23,174.32954,726 Dunning Road,Amarillo,Texas,79182,124,104
685,2021-11-21 08:14:19,449.00512000000003,9 Marquette Crossing,New York City,New York,10155,149,168
686,2021-11-21 09:07:01,643.7800000000001,17926 Moose Center,Amarillo,Texas,79165,96,
687,2021-11-21 10:19:57,307.82,33651 Sachtjen Center,Charlotte,North Carolina,28247,123,
688,2021-11-21 19:21:53,110.96000000000001,6 Declaration Avenue,Phoenix,Arizona,85040,316,
689,2021-11-22 06:43:18,5072.14,312 Luster Drive,Waterloo,Iowa,50706,310,
690,2021-11-22 15:14:54,473.04,39573 Kings Center,Columbia,South Carolina,29208,104,
691,2021-11-22 22:31:45,175.48,08256 2nd Way,Lansing,Michigan,48912,105,
692,2021-11-23 05:26:47,2769.2,59903 Arkansas Street,Jefferson City,Missouri,65110,476,
693,2021-11-23 17:46:09,911.5400000000001,90 Daystar Pass,Washington,District of Columbia,20530,172,
694,2021-11-24 09:08:20,540.5,5233 Fremont Way,Riverside,California,92505,243,
695,2021-11-24 14:54:07,665.5829,10724 Kensington Circle,Palm Bay,Florida,32909,126,125
696,2021-11-25 01:39:25,346.1584400000001,842 Wayridge Park,Inglewood,California,90398,331,81
697,2021-11-25 12:26:02,539.82,64285 Evergreen Terrace,Lincoln,Nebraska,68583,417,
698,2021-11-25 17:42:37,437.97702000000004,45317 Twin Pines Plaza,Manassas,Virginia,22111,458,87
699,2021-11-26 08:36:15,98.10020000000003,332 Monterey Lane,Philadelphia,Pennsylvania,19160,117,136
700,2021-11-26 09:48:03,303.24432,316 Ryan Crossing,Amarillo,Texas,79165,361,199
701,2021-11-26 22:31:36,997.7,07696 Duke Road,Seminole,Florida,34642,257,
702,2021-11-27 09:28:02,212.33688000000004,7549 Utah Center,Washington,District of Columbia,20414,375,70
703,2021-11-27 18:52:33,57.0,805 Warbler Junction,Vienna,Virginia,22184,201,
704,2021-11-27 19:59:02,2232.40458,99 David Street,Toledo,Ohio,43605,352,37
705,2021-11-27 21:48:47,135.9,9 Hauk Road,Stamford,Connecticut,6905,214,
706,2021-11-28 03:48:28,1887.96,63195 Atwood Street,Reading,Pennsylvania,19610,166,
707,2021-11-28 18:33:04,1220.26278,58080 Brown Park,Baton Rouge,Louisiana,70826,455,34
708,2021-11-29 02:07:43,9.98,65 Vernon Trail,Richmond,Virginia,23220,150,
709,2021-11-29 13:17:26,203.92000000000002,843 Marquette Hill,Beaumont,Texas,77705,181,
710,2021-11-30 03:26:11,897.9200000000001,13 Loeprich Junction,Macon,Georgia,31296,478,
711,2021-11-30 18:12:27,173.2,2 Express Court,Tampa,Florida,33605,429,
712,2021-12-01 04:04:32,105.73056,870 Forest Dale Hill,Levittown,Pennsylvania,19058,79,189
713,2021-12-01 04:19:26,474.1032,989 Derek Road,Merrifield,Virginia,22119,274,198
714,2021-12-01 20:09:11,79.5108,31019 Toban Court,Brockton,Massachusetts,2305,222,125
715,2021-12-02 05:46:04,2572.4,56985 Texas Plaza,Louisville,Kentucky,40225,70,
716,2021-12-02 17:27:01,1548.96,364 Meadow Ridge Street,Providence,Rhode Island,2912,153,
717,2021-12-02 17:29:52,236.06000000000006,6588 Burrows Crossing,Boston,Massachusetts,2124,294,
718,2021-12-02 21:39:52,1297.0200000000002,2838 Fairview Terrace,Burbank,California,91520,368,
719,2021-12-03 14:14:27,926.2224800000001,7 Fair Oaks Avenue,Savannah,Georgia,31405,289,185
720,2021-12-04 06:10:31,236.84,6026 Norway Maple Junction,Lansing,Michigan,48956,82,
721,2021-12-04 14:33:48,944.74,36 Pawling Junction,Orlando,Florida,32885,357,
722,2021-12-05 05:22:20,207.09471999999994,3432 Spaight Place,Baton Rouge,Louisiana,70810,430,196
723,2021-12-05 08:10:51,3771.6400000000003,201 Meadow Vale Point,Youngstown,Ohio,44505,47,
724,2021-12-05 09:14:21,572.4200000000001,223 Melrose Pass,Cincinnati,Ohio,45254,69,
725,2021-12-05 10:33:07,1480.6799999999998,55058 Norway Maple Park,El Paso,Texas,79928,363,
726,2021-12-05 21:11:46,1138.02,2 Loomis Crossing,El Paso,Texas,79923,216,
727,2021-12-06 07:14:43,4222.71276,811 Bluejay Pass,Muncie,Indiana,47306,165,114
728,2021-12-06 10:01:14,205.96000000000004,1 Saint Paul Point,Richmond,Virginia,23293,211,
729,2021-12-06 20:22:17,523.61232,4 Doe Crossing Circle,New Haven,Connecticut,6538,304,134
730,2021-12-07 07:04:10,1015.86,38964 Nova Terrace,Washington,District of Columbia,20005,330,
731,2021-12-07 18:09:21,3144.8,109 Cottonwood Street,El Paso,Texas,88558,113,
732,2021-12-07 18:59:20,191.94,16 Maple Wood Park,Charleston,South Carolina,29416,472,
733,2021-12-08 03:04:03,652.6800000000001,0195 Arkansas Place,Palo Alto,California,94302,252,
734,2021-12-08 09:05:22,43.96,4 Coolidge Street,Baltimore,Maryland,21282,379,
735,2021-12-08 17:07:36,66.0,1423 Colorado Alley,Sandy,Utah,84093,324,
736,2021-12-09 05:27:05,202.07999999999998,914 Arapahoe Center,San Jose,California,95150,184,
737,2021-12-09 06:52:08,655.0400000000001,8 Thackeray Junction,Kansas City,Missouri,64142,265,
738,2021-12-09 14:11:21,769.25604,0 Parkside Lane,Madison,Wisconsin,53779,33,114
739,2021-12-09 15:11:23,521.72,6529 Northfield Park,Oklahoma City,Oklahoma,73147,59,
740,2021-12-10 05:58:00,533.9399999999999,9 Sullivan Hill,Odessa,Texas,79769,119,
741,2021-12-10 17:09:23,209.86,9026 Myrtle Lane,Moreno Valley,California,92555,13,
742,2021-12-10 23:50:52,140.01999999999998,21 Kim Avenue,Ocala,Florida,34474,246,
743,2021-12-11 09:08:32,129.85999999999999,8243 Kennedy Circle,Indianapolis,Indiana,46226,362,
744,2021-12-11 22:00:29,2283.22,2 Stang Alley,Charlotte,North Carolina,28256,287,
745,2021-12-12 13:35:31,225.56,25 Pierstorff Place,New Orleans,Louisiana,70174,329,
746,2021-12-13 02:51:25,1312.3200000000002,98 Vernon Alley,Duluth,Georgia,30096,36,
747,2021-12-13 10:14:53,892.04856,34 Portage Crossing,Huntington,West Virginia,25721,177,142
748,2021-12-13 14:55:14,335.7658,655 Bluejay Parkway,Fort Collins,Colorado,80525,37,53
749,2021-12-14 04:35:07,1145.7200000000003,40657 Rusk Lane,Midland,Texas,79710,356,
750,2021-12-14 08:59:29,3207.9000000000005,8269 Aberg Junction,Atlanta,Georgia,31119,295,
751,2021-12-14 11:27:07,47.96,2 Dottie Lane,Tulsa,Oklahoma,74156,90,
752,2021-12-14 14:12:19,2007.0400000000002,46 Bonner Circle,Bryan,Texas,77806,138,
753,2021-12-14 22:08:20,313.90000000000003,3 Roth Crossing,Gary,Indiana,46406,142,
754,2021-12-15 14:26:04,2748.5134799999996,7 Spenser Place,Des Moines,Iowa,50305,72,163
755,2021-12-15 14:56:29,2336.1800000000003,90 Daystar Pass,Washington,District of Columbia,20530,172,
756,2021-12-16 07:32:46,518.12352,27 Mccormick Crossing,New York City,New York,10150,475,59
757,2021-12-16 21:19:07,135.92000000000002,6588 Burrows Crossing,Boston,Massachusetts,2124,294,
758,2021-12-17 10:39:27,191.86,43241 Holy Cross Circle,Maple Plain,Minnesota,55572,120,
759,2021-12-17 14:34:29,551.84,3937 Transport Center,Denver,Colorado,80270,192,
760,2021-12-18 01:13:07,11.98,223 Melrose Pass,Cincinnati,Ohio,45254,69,
761,2021-12-18 02:11:19,151.0516,90 Hollow Ridge Parkway,Tallahassee,Florida,32399,147,96
762,2021-12-18 15:22:47,18.1034,15598 Heath Junction,Indianapolis,Indiana,46231,258,123
763,2021-12-18 21:18:58,23.94,85068 Butternut Center,Washington,District of Columbia,20220,125,
764,2021-12-19 07:04:50,197.72000000000003,1234 Apple Street,San Jose,California,94088,481,
765,2021-12-19 17:05:55,280.0,47 Victoria Plaza,Grand Rapids,Michigan,49544,88,
766,2021-12-20 04:36:39,7.66,048 Kipling Plaza,Toledo,Ohio,43656,50,82
767,2021-12-20 19:36:07,1445.4701999999997,13 Old Shore Lane,Houston,Texas,77223,217,169
768,2021-12-20 20:14:05,282.24,32633 Kropf Park,Houston,Texas,77045,102,
769,2021-12-21 08:33:20,257.92,2 Northridge Street,Ocala,Florida,34479,95,
770,2021-12-21 09:04:49,79.9,15 Lakeland Hill,Albany,New York,12210,469,
771,2021-12-22 00:33:36,328.50676,59 Schurz Way,Jacksonville,Florida,32255,210,37
772,2021-12-22 16:24:30,221.91906,0197 Cascade Street,Alpharetta,Georgia,30022,66,34
773,2021-12-22 18:10:35,163.32092,2 Northridge Street,Ocala,Florida,34479,95,194
774,2021-12-22 23:47:17,121.9,148 Westridge Crossing,Orlando,Florida,32830,24,
775,2021-12-23 03:45:30,882.1200000000001,977 Jenifer Lane,Houston,Texas,77228,115,
776,2021-12-23 10:16:40,832.38,17926 Moose Center,Amarillo,Texas,79165,96,
777,2021-12-23 22:50:12,735.86,106 Longview Junction,Akron,Ohio,44310,224,
778,2021-12-24 06:26:51,1100.38,918 Starling Point,Austin,Texas,78715,197,
779,2021-12-24 11:00:43,115.88,02025 Pierstorff Hill,Winston Salem,North Carolina,27157,154,
780,2021-12-24 21:04:42,3772.84,2734 East Crossing,Saint Paul,Minnesota,55103,435,
781,2021-12-24 22:59:09,393.8,4 Trailsway Trail,Milwaukee,Wisconsin,53277,383,
782,2021-12-25 02:35:27,106.51472,313 Reinke Trail,Fort Wayne,Indiana,46825,244,58
783,2021-12-25 03:05:39,599.0600000000001,63195 Atwood Street,Reading,Pennsylvania,19610,166,
784,2021-12-25 13:25:00,197.5,212 Kenwood Plaza,Minneapolis,Minnesota,55458,402,
785,2021-12-26 01:42:38,130.43142,529 Macpherson Park,Modesto,California,95354,303,22
786,2021-12-26 10:19:20,162.64,4 Walton Point,Denver,Colorado,80235,52,
787,2021-12-26 20:06:47,15.056999999999999,5 Longview Plaza,Detroit,Michigan,48211,397,109
788,2021-12-27 10:23:41,5556.92,261 Lighthouse Bay Place,Carol Stream,Illinois,60158,418,
789,2021-12-27 17:29:48,511.25999999999993,21 Haas Point,Duluth,Minnesota,55811,204,
790,2021-12-27 22:17:55,354.56212,34 Portage Crossing,Huntington,West Virginia,25721,177,171
791,2021-12-28 11:24:29,133.04,9565 Hooker Plaza,Philadelphia,Pennsylvania,19093,41,
792,2021-12-28 18:31:43,1107.8200000000002,50055 Ramsey Crossing,Jacksonville,Florida,32236,291,
793,2021-12-28 22:06:02,4760.5,5 Kensington Park,Wichita,Kansas,67236,87,
794,2021-12-29 03:15:06,3820.84,9 Sullivan Hill,Odessa,Texas,79769,119,
795,2021-12-29 15:20:50,639.78,95283 Corben Crossing,Lancaster,Pennsylvania,17605,423,
796,2021-12-30 03:19:11,140.28,42503 Nancy Terrace,Saint Paul,Minnesota,55115,396,
797,2021-12-30 13:34:30,799.9,45317 Twin Pines Plaza,Manassas,Virginia,22111,458,
798,2021-12-30 22:44:25,1147.94,9 Merry Crossing,Mountain View,California,94042,437,
799,2021-12-30 23:50:15,3581.7400000000002,22089 Cambridge Circle,Tampa,Florida,33620,155,
800,2021-12-31 02:48:23,486.8459999999999,63195 Atwood Street,Reading,Pennsylvania,19610,166,143
801,2021-12-31 18:07:58,12.669700000000002,16496 Crowley Plaza,Portland,Oregon,97271,412,118
802,2022-01-01 03:05:46,877.2600000000001,89 Mallard Street,Anchorage,Alaska,99507,436,
803,2022-01-01 08:20:06,1834.18,76325 Carioca Junction,Ventura,California,93005,151,
804,2022-01-01 09:51:46,112.14000000000001,04 Kinsman Junction,Baton Rouge,Louisiana,70820,128,
805,2022-01-01 16:01:40,5043.86,6180 Sunbrook Hill,Washington,District of Columbia,20319,112,
806,2022-01-01 18:35:04,291.6,63195 Atwood Street,Reading,Pennsylvania,19610,166,
807,2022-01-02 03:50:10,1118.1072000000001,07869 Crowley Parkway,Honolulu,Hawaii,96810,145,154
808,2022-01-02 05:47:34,23.109419999999997,9462 Meadow Ridge Alley,Hollywood,Florida,33023,114,161
809,2022-01-02 17:26:15,1311.4,050 Glendale Park,Biloxi,Mississippi,39534,359,
810,2022-01-02 17:56:11,356.78,90999 Reinke Drive,Sioux Falls,South Dakota,57110,234,
811,2022-01-03 06:02:23,971.9200000000001,8 Fisk Center,Bethesda,Maryland,20816,196,
812,2022-01-03 06:48:18,541.87392,63 Lerdahl Drive,Philadelphia,Pennsylvania,19104,43,114
813,2022-01-03 14:16:53,162.57152000000002,9371 Eliot Circle,Richmond,Virginia,23220,399,154
814,2022-01-03 23:26:19,444.78,71355 Nancy Drive,Sacramento,California,94280,31,
815,2022-01-03 23:42:22,132.80592000000001,406 Main Lane,Valdosta,Georgia,31605,63,72
816,2022-01-04 00:26:38,188.99967999999998,8033 Stone Corner Road,Cape Coral,Florida,33915,242,69
817,2022-01-04 15:30:07,1691.5800000000002,25332 Service Hill,Dallas,Texas,75310,232,
818,2022-01-04 15:50:33,786.32,621 Fallview Crossing,Birmingham,Alabama,35279,406,
819,2022-01-05 06:11:26,200.13223999999997,9026 Myrtle Lane,Moreno Valley,California,92555,13,195
820,2022-01-05 16:20:02,119.92,37 Randy Way,Lexington,Kentucky,40505,465,
821,2022-01-06 01:25:20,459.836,160 Buena Vista Pass,Sarasota,Florida,34233,410,165
822,2022-01-06 09:54:31,35.628800000000005,93906 Old Shore Junction,Washington,District of Columbia,20067,364,150
823,2022-01-07 00:56:06,14.660799999999995,42503 Nancy Terrace,Saint Paul,Minnesota,55115,396,186
824,2022-01-07 06:32:04,1146.88,30141 Fallview Junction,Minneapolis,Minnesota,55423,464,
825,2022-01-07 19:06:49,462.96000000000004,057 Susan Way,Kansas City,Missouri,64179,279,
826,2022-01-07 20:21:18,369.92,914 Arapahoe Center,San Jose,California,95150,184,
827,2022-01-07 23:00:08,566.0,70 Golf Course Drive,Roanoke,Virginia,24040,199,
828,2022-01-08 00:17:17,284.6,397 Crownhardt Crossing,Saint Louis,Missouri,63180,213,
829,2022-01-08 05:13:09,4955.14,431 Oxford Hill,Cumming,Georgia,30130,301,
830,2022-01-08 06:42:12,1222.48,3313 Walton Trail,New Brunswick,New Jersey,8922,236,
831,2022-01-08 22:37:31,122.44,93906 Old Shore Junction,Washington,District of Columbia,20067,364,
832,2022-01-09 07:00:01,309.30000000000007,2 Ridgeway Parkway,Melbourne,Florida,32919,308,
833,2022-01-09 19:19:40,3503.9424000000004,43230 Packers Way,Mobile,Alabama,36605,434,75
834,2022-01-10 02:23:54,280.88,914 Arapahoe Center,San Jose,California,95150,184,
835,2022-01-10 10:29:01,342.94000000000005,148 Westridge Crossing,Orlando,Florida,32830,24,
836,2022-01-10 21:15:29,1681.78,404 Glendale Junction,Washington,District of Columbia,20442,51,
837,2022-01-11 00:08:31,408.33223999999996,17024 Menomonie Plaza,Pueblo,Colorado,81005,461,12
838,2022-01-11 09:04:44,283.6335,22089 Cambridge Circle,Tampa,Florida,33620,155,125
839,2022-01-11 22:34:38,2598.2200000000003,7 Maple Junction,Los Angeles,California,90065,44,
840,2022-01-12 12:35:34,874.3599999999999,05 Red Cloud Place,Portland,Oregon,97296,182,
